gender,forecast_date,playin_flag,rd1_win,rd2_win,rd3_win,rd4_win,rd5_win,rd6_win,rd7_win,results_to,team_alive,team_id,team_name,team_rating,team_region,team_seed,team_slot
womens,3/23/2019,0,1,1,0.975791275,0.888673888,0.522503644,0.182306606,0.05954418,2,1,2483,Oregon,100.74,Portland,2,60
womens,3/23/2019,0,1,1,0.919233432,0.754670956,0.229662456,0.091845596,0.035684201,2,1,97,Louisville,99.58,Albany,1,64
womens,3/23/2019,0,1,1,0.965504355,0.650126044,0.10220384,0.025338675,0.006064227,2,1,24,Stanford,95.79,Chicago,2,124
womens,3/23/2019,0,1,1,0.77952099,0.111409284,0.069315869,0.019426338,0.004051759,2,1,2579,South Carolina,91.72,Greensboro,4,12
womens,3/23/2019,0,1,1,0.72884705,0.419517305,0.068480422,0.014671864,0.002295478,2,1,152,North Carolina State,89.76,Greensboro,3,20
womens,3/23/2019,0,1,1,0.741572093,0.373008505,0.052596187,0.011577277,0.001851833,2,1,2294,Iowa,90.92,Greensboro,2,28
womens,3/23/2019,0,1,1,0.434766434,0.056277974,0.033647263,0.006974583,0.001408815,2,1,269,Marquette,91.71,Chicago,5,104
womens,3/23/2019,0,1,1,0.748485033,0.086759401,0.032330532,0.006699827,0.001334608,2,1,120,Maryland,91.31,Albany,3,84
womens,3/23/2019,0,1,1,0.86689603,0.322865387,0.033813824,0.004980271,0.000733159,2,1,66,Iowa State,89.14,Chicago,3,116
womens,3/23/2019,0,1,1,0.828673484,0.187102502,0.022840162,0.004170227,0.00072555,2,1,204,Oregon State,92.24,Albany,4,76
womens,3/23/2019,0,1,1,0.565233566,0.035100411,0.014124204,0.002291913,0.000370973,2,1,245,Texas A&M,88.7,Chicago,4,108
womens,3/23/2019,0,1,1,0.735450884,0.076132435,0.013027599,0.002197703,0.000315196,2,1,183,Syracuse,89.08,Portland,3,52
womens,3/23/2019,0,1,1,0.258427907,0.102362075,0.010309779,0.001762233,0.000220951,2,1,142,Missouri,87.15,Greensboro,7,24
womens,3/23/2019,0,1,1,0.665023518,0.060399991,0.007524553,0.001380288,0.000216828,2,1,2390,Miami (FL),87.59,Portland,4,44
womens,3/23/2019,0,1,1,0.334976482,0.049925121,0.009489693,0.001536949,0.000211854,2,1,9,Arizona State,89,Portland,5,40
womens,3/23/2019,0,1,1,0.22047901,0.01514288,0.00644889,0.001279171,0.000186462,2,1,52,Florida State,86.5,Greensboro,5,8
womens,3/23/2019,0,1,1,0.251514967,0.018752743,0.005235025,0.000938262,0.000163603,2,1,26,UCLA,90.33,Albany,6,80
womens,3/23/2019,0,1,1,0.27115295,0.105112115,0.009593303,0.001358061,0.000140999,2,1,96,Kentucky,85.2,Greensboro,6,16
womens,3/23/2019,0,1,1,0.080766568,0.038794454,0.003908476,0.000558838,7.83E-05,2,1,130,Michigan,86.63,Albany,8,68
womens,3/23/2019,0,1,1,0.264549116,0.026769085,0.004515473,0.000640759,7.63E-05,2,1,2571,South Dakota State,87.08,Portland,6,48
womens,3/23/2019,0,1,1,0.026170604,0.009677682,0.002295756,0.00027688,3.25E-05,2,1,2084,Buffalo,85.19,Albany,10,90
womens,3/23/2019,0,1,1,0.021703159,0.007708042,0.002503803,0.000222565,2.06E-05,2,1,127,Michigan State,83.27,Chicago,9,102
womens,3/23/2019,0,1,1,0.015650955,0.004244443,0.0014031,0.0001854,1.83E-05,2,1,25,California,85.43,Greensboro,8,4
womens,3/23/2019,0,1,1,0.171326516,0.019432089,0.001206007,0.000121587,1.19E-05,2,1,2250,Gonzaga,85.04,Albany,5,72
womens,3/23/2019,0,1,1,0.024208725,0.008424592,0.0008317,8.71E-05,7.49E-06,2,1,84,Indiana,82.79,Portland,10,58
womens,3/23/2019,0,1,1,0.13310397,0.020449082,0.00075964,4.68E-05,3.12E-06,2,1,2623,Missouri State,79.91,Chicago,11,114
womens,3/23/2019,0,1,1,0.01015718,0.002207471,0.000103283,7.27E-06,4.11E-07,2,1,228,Clemson,77.93,Portland,9,38
womens,3/23/2019,0,1,1,0.034495645,0.006559487,0.000157887,6.59E-06,3.04E-07,2,1,252,Brigham Young,78.11,Chicago,7,120
womens,3/23/2019,0,1,0,0,0,0,0,0,7,0,2000,Abilene Christian,65.11,Greensboro,16,2
womens,3/23/2019,0,1,0,0,0,0,0,0,7,0,153,North Carolina,80.36,Greensboro,9,6
womens,3/23/2019,0,1,0,0,0,0,0,0,7,0,2083,Bucknell,76.6,Greensboro,12,10
womens,3/23/2019,0,1,0,0,0,0,0,0,7,0,2057,Belmont,79.97,Greensboro,13,14
womens,3/23/2019,0,1,0,0,0,0,0,0,7,0,163,Princeton,80.23,Greensboro,11,18
womens,3/23/2019,0,1,0,0,0,0,0,0,7,0,311,Maine,75.68,Greensboro,14,22
womens,3/23/2019,0,1,0,0,0,0,0,0,7,0,2181,Drake,81.87,Greensboro,10,26
womens,3/23/2019,0,1,0,0,0,0,0,0,7,0,2382,Mercer,74.21,Greensboro,15,30
womens,3/23/2019,0,1,0,0,0,0,0,0,7,0,2582,Southern,61.9,Portland,16,34
womens,3/23/2019,0,1,0,0,0,0,0,0,7,0,233,South Dakota,82.9,Portland,8,36
womens,3/23/2019,0,1,0,0,0,0,0,0,7,0,2116,Central Florida,79.89,Portland,12,42
womens,3/23/2019,0,1,0,0,0,0,0,0,7,0,526,Florida Gulf Coast,79.84,Portland,13,46
womens,3/23/2019,0,1,0,0,0,0,0,0,7,0,2514,Quinnipiac,80.5,Portland,11,50
womens,3/23/2019,0,1,0,0,0,0,0,0,7,0,2230,Fordham,76.21,Portland,14,54
womens,3/23/2019,0,1,0,0,0,0,0,0,7,0,251,Texas,89.55,Portland,7,56
womens,3/23/2019,0,1,0,0,0,0,0,0,7,0,2502,Portland State,72.17,Portland,15,62
womens,3/23/2019,0,1,0,0,0,0,0,0,7,0,2523,Robert Morris,66.86,Albany,16,66
womens,3/23/2019,0,1,0,0,0,0,0,0,7,0,2306,Kansas State,81.06,Albany,9,70
womens,3/23/2019,0,1,0,0,0,0,0,0,7,0,2031,Arkansas-Little Rock,74.2,Albany,12,74
womens,3/23/2019,0,1,0,0,0,0,0,0,7,0,68,Boise State,75.97,Albany,13,78
womens,3/23/2019,0,1,0,0,0,0,0,0,7,0,2633,Tennessee,85.4,Albany,11,82
womens,3/23/2019,0,1,0,0,0,0,0,0,7,0,2515,Radford,70.15,Albany,14,86
womens,3/23/2019,0,1,0,0,0,0,0,0,7,0,164,Rutgers,83.22,Albany,7,88
womens,3/23/2019,0,1,0,0,0,0,0,0,7,0,119,Towson,66.57,Albany,15,94
womens,3/23/2019,0,1,0,0,0,0,0,0,7,0,2065,Bethune-Cookman,63.54,Chicago,16,98
womens,3/23/2019,0,1,0,0,0,0,0,0,7,0,2117,Central Michigan,86.21,Chicago,8,100
womens,3/23/2019,0,1,0,0,0,0,0,0,7,0,242,Rice,77.62,Chicago,12,106
womens,3/23/2019,0,1,0,0,0,0,0,0,7,0,2750,Wright State,76.28,Chicago,13,110
womens,3/23/2019,0,1,0,0,0,0,0,0,7,0,305,DePaul,88.87,Chicago,6,112
womens,3/23/2019,0,1,0,0,0,0,0,0,7,0,166,New Mexico State,66.98,Chicago,14,118
womens,3/23/2019,0,1,0,0,0,0,0,0,7,0,2,Auburn,80.68,Chicago,10,122
womens,3/23/2019,0,1,0,0,0,0,0,0,7,0,302,UC-Davis,76.81,Chicago,15,126
womens,3/22/2019,0,1,0.999698518,0.971363894,0.898537916,0.815307719,0.490033515,0.288535974,1,1,87,Notre Dame,106.24,Chicago,1,96
womens,3/22/2019,0,1,0.99933074,0.985616687,0.854642208,0.754789583,0.496098505,0.266453108,1,1,239,Baylor,105.81,Greensboro,1,0
womens,3/22/2019,0,1,1,0.973829396,0.885210865,0.703054589,0.370853149,0.204575904,2,1,41,Connecticut,105.09,Albany,2,92
womens,3/22/2019,0,1,1,0.98984282,0.887467417,0.439003362,0.239277792,0.117869514,2,1,344,Mississippi State,103.15,Portland,1,32
womens,3/22/2019,0,1,1,0.975791275,0.899141776,0.528558124,0.201707693,0.064592458,2,1,2483,Oregon,100.74,Portland,2,60
womens,3/22/2019,0,1,1,0.919233432,0.735088589,0.223340859,0.087492044,0.036098419,2,1,97,Louisville,99.58,Albany,1,64
womens,3/22/2019,0,1,0.959763781,0.921644616,0.562435266,0.084126596,0.020380113,0.005114413,1,1,24,Stanford,95.49,Chicago,2,124
womens,3/22/2019,0,1,1,0.77952099,0.124610241,0.077108989,0.02161261,0.004423802,2,1,2579,South Carolina,91.72,Greensboro,4,12
womens,3/22/2019,0,1,0.935541728,0.715917307,0.421034201,0.079562193,0.017704266,0.002832868,1,1,152,North Carolina State,90.16,Greensboro,3,20
womens,3/22/2019,0,1,1,0.741572093,0.375233348,0.058815405,0.012881366,0.002010222,2,1,2294,Iowa,90.92,Greensboro,2,28
womens,3/22/2019,0,1,0.97739509,0.756074228,0.089134739,0.033360167,0.006912396,0.00150311,1,1,120,Maryland,91.47,Albany,3,84
womens,3/22/2019,0,1,1,0.434766434,0.054949405,0.032778247,0.006793468,0.001476625,2,1,269,Marquette,91.71,Chicago,5,104
womens,3/22/2019,0,1,0.959875983,0.83486702,0.211885534,0.029360689,0.005961015,0.00126915,1,1,204,Oregon State,93.35,Albany,4,76
womens,3/22/2019,0,1,0.829191126,0.341063636,0.173705264,0.024884936,0.003883188,0.000651571,1,1,305,DePaul,88.87,Chicago,6,112
womens,3/22/2019,0,1,0.983691972,0.632112332,0.24555882,0.023767347,0.003306703,0.000497668,1,1,66,Iowa State,88.45,Chicago,3,116
womens,3/22/2019,0,1,1,0.565233566,0.034227485,0.013698885,0.002224515,0.000389145,2,1,245,Texas A&M,88.7,Chicago,4,108
womens,3/22/2019,0,1,0.907797659,0.689563373,0.067622501,0.011025723,0.00197205,0.000262025,1,1,183,Syracuse,88.67,Portland,3,52
womens,3/22/2019,0,1,1,0.258427907,0.10388124,0.011652678,0.001977443,0.000241333,2,1,142,Missouri,87.15,Greensboro,7,24
womens,3/22/2019,0,1,1,0.665023518,0.060399991,0.007449863,0.001515966,0.000233207,2,1,2390,Miami (FL),87.59,Portland,4,44
womens,3/22/2019,0,1,1,0.334976482,0.049925121,0.009374891,0.001687653,0.000227944,2,1,9,Arizona State,89,Portland,5,40
womens,3/22/2019,0,1,1,0.22047901,0.017096705,0.007245979,0.001438139,0.00020579,2,1,52,Florida State,86.5,Greensboro,5,8
womens,3/22/2019,0,1,0.684416681,0.20865345,0.082650163,0.00873054,0.001272963,0.000133813,1,1,96,Kentucky,85.21,Greensboro,6,16
womens,3/22/2019,0,1,0.557352948,0.143092477,0.010278957,0.002753091,0.000472725,8.59E-05,1,1,26,UCLA,89.59,Albany,6,80
womens,3/22/2019,0,1,1,0.080766568,0.036411745,0.003649063,0.000515823,7.79E-05,2,1,130,Michigan,86.63,Albany,8,68
womens,3/22/2019,0,1,0.596575987,0.019550073,0.008914455,0.003708646,0.000480764,6.85E-05,1,1,2117,Central Michigan,86.21,Chicago,8,100
womens,3/22/2019,0,1,0.648270275,0.205452267,0.020176124,0.003313654,0.000509115,5.75E-05,1,1,2571,South Dakota State,86.59,Portland,6,48
womens,3/22/2019,0,1,1,0.026170604,0.009834837,0.002290759,0.000273606,3.46E-05,2,1,2084,Buffalo,85.19,Albany,10,90
womens,3/22/2019,0,1,0.442647052,0.098368955,0.00552231,0.001237762,0.000178685,2.73E-05,1,1,2633,Tennessee,85.4,Albany,11,82
womens,3/22/2019,0,1,0.403424013,0.009073962,0.003370361,0.001141766,0.000108748,1.17E-05,1,1,127,Michigan State,83.02,Chicago,9,102
womens,3/22/2019,0,1,0.874339729,0.147999188,0.015969087,0.000938311,8.97E-05,9.03E-06,1,1,2250,Gonzaga,84.76,Albany,5,72
womens,3/22/2019,0,1,1,0.024208725,0.009443436,0.000922326,0.000106554,8.86E-06,2,1,84,Indiana,82.79,Portland,10,58
womens,3/22/2019,0,1,0.638168037,0.010814271,0.002697406,0.000819837,9.76E-05,8.44E-06,1,1,25,California,84.29,Greensboro,8,4
womens,3/22/2019,0,1,0.315583319,0.060118333,0.015047658,0.000894427,7.57E-05,4.67E-06,1,1,163,Princeton,80.23,Greensboro,11,18
womens,3/22/2019,0,1,0.546039153,0.032222931,0.007633438,0.000305318,2.58E-05,2.49E-06,1,1,2,Auburn,80.68,Chicago,10,122
womens,3/22/2019,0,1,0.361831963,0.003480828,0.000950969,0.000314034,3.16E-05,2.32E-06,1,1,153,North Carolina,80.36,Greensboro,9,6
womens,3/22/2019,0,1,0.351729725,0.07795646,0.003012395,0.000221464,2.01E-05,1.28E-06,1,1,2514,Quinnipiac,80.5,Portland,11,50
womens,3/22/2019,0,1,0.170808874,0.025941252,0.004360814,0.000147073,8.37E-06,5.63E-07,1,1,2623,Missouri State,78.39,Chicago,11,114
womens,3/22/2019,0,1,1,0.01015718,0.002207471,0.000103235,8.10E-06,4.47E-07,2,1,228,Clemson,77.93,Portland,9,38
womens,3/22/2019,0,1,0.453960847,0.023124046,0.003353966,7.61E-05,3.05E-06,1.47E-07,1,1,252,Brigham Young,77.39,Chicago,7,120
womens,3/22/2019,0,1,0.064458272,0.01531091,0.00215339,6.62E-05,3.20E-06,1.16E-07,1,1,311,Maine,75.68,Greensboro,14,22
womens,3/22/2019,0,1,0.040236219,0.023008407,0.002920371,5.72E-05,2.05E-06,8.99E-08,1,1,302,UC-Davis,76.81,Chicago,15,126
womens,3/22/2019,0,1,0.092202341,0.027027901,0.000603768,2.74E-05,1.62E-06,6.62E-08,1,1,2230,Fordham,76.21,Portland,14,54
womens,3/22/2019,0,1,0.040124017,0.012373217,0.000473267,1.03E-05,4.24E-07,1.87E-08,1,1,68,Boise State,75.97,Albany,13,78
womens,3/22/2019,0,1,0.125660271,0.004760576,0.000171779,3.56E-06,1.54E-07,7.17E-09,1,1,2031,Arkansas-Little Rock,74.2,Albany,12,74
womens,3/22/2019,0,1,0.02260491,0.00246434,1.83E-05,8.09E-07,2.24E-08,6.77E-10,1,1,2515,Radford,70.15,Albany,14,86
womens,3/22/2019,0,1,0.016308028,0.000882781,3.21E-05,1.92E-07,2.35E-09,3.90E-11,1,1,166,New Mexico State,66.98,Chicago,14,118
womens,3/22/2019,0,1,0.00066926,8.82E-05,2.47E-06,1.08E-07,1.60E-09,1.90E-11,1,1,2000,Abilene Christian,65.11,Greensboro,16,2
womens,3/22/2019,0,1,0.000301482,1.21E-05,3.78E-07,1.24E-08,1.90E-10,4.00E-12,1,1,2065,Bethune-Cookman,63.54,Chicago,16,98
womens,3/22/2019,0,1,0,0,0,0,0,0,7,0,2083,Bucknell,76.6,Greensboro,12,10
womens,3/22/2019,0,1,0,0,0,0,0,0,7,0,2057,Belmont,79.97,Greensboro,13,14
womens,3/22/2019,0,1,0,0,0,0,0,0,7,0,2181,Drake,81.87,Greensboro,10,26
womens,3/22/2019,0,1,0,0,0,0,0,0,7,0,2382,Mercer,74.21,Greensboro,15,30
womens,3/22/2019,0,1,0,0,0,0,0,0,7,0,2582,Southern,61.9,Portland,16,34
womens,3/22/2019,0,1,0,0,0,0,0,0,7,0,233,South Dakota,82.9,Portland,8,36
womens,3/22/2019,0,1,0,0,0,0,0,0,7,0,2116,Central Florida,79.89,Portland,12,42
womens,3/22/2019,0,1,0,0,0,0,0,0,7,0,526,Florida Gulf Coast,79.84,Portland,13,46
womens,3/22/2019,0,1,0,0,0,0,0,0,7,0,251,Texas,89.55,Portland,7,56
womens,3/22/2019,0,1,0,0,0,0,0,0,7,0,2502,Portland State,72.17,Portland,15,62
womens,3/22/2019,0,1,0,0,0,0,0,0,7,0,2523,Robert Morris,66.86,Albany,16,66
womens,3/22/2019,0,1,0,0,0,0,0,0,7,0,2306,Kansas State,81.06,Albany,9,70
womens,3/22/2019,0,1,0,0,0,0,0,0,7,0,164,Rutgers,83.22,Albany,7,88
womens,3/22/2019,0,1,0,0,0,0,0,0,7,0,119,Towson,66.57,Albany,15,94
womens,3/22/2019,0,1,0,0,0,0,0,0,7,0,242,Rice,77.62,Chicago,12,106
womens,3/22/2019,0,1,0,0,0,0,0,0,7,0,2750,Wright State,76.28,Chicago,13,110
womens,3/17/2019,0,1,0.999698518,0.971363894,0.897835152,0.814667698,0.503733223,0.301766695,1,1,87,Notre Dame,106.24,Chicago,1,96
womens,3/17/2019,0,1,0.99933074,0.985616687,0.868438979,0.759911671,0.520384234,0.283772939,1,1,239,Baylor,105.81,Greensboro,1,0
womens,3/17/2019,0,1,0.998963419,0.97143423,0.875872066,0.679761194,0.345588482,0.187610297,1,1,41,Connecticut,104.53,Albany,2,92
womens,3/17/2019,0,1,0.999326241,0.977450022,0.875108993,0.436685561,0.222208098,0.103047881,1,1,344,Mississippi State,102.18,Portland,1,32
womens,3/17/2019,0,1,0.99203727,0.923692917,0.845449608,0.513384533,0.186477178,0.058056943,1,1,2483,Oregon,100.19,Portland,2,60
womens,3/17/2019,0,1,0.997174974,0.942346123,0.754891816,0.244535123,0.096136733,0.040939899,1,1,97,Louisville,99.65,Albany,1,64
womens,3/17/2019,0,1,0.959763781,0.921644616,0.562435266,0.083494812,0.021192914,0.005524934,1,1,24,Stanford,95.49,Chicago,2,124
womens,3/17/2019,0,1,0.968536021,0.763991146,0.418379506,0.074701944,0.020365861,0.003765054,1,1,2294,Iowa,92.14,Greensboro,2,28
womens,3/17/2019,0,1,0.899738724,0.699354664,0.104923602,0.061141034,0.017728376,0.003508714,1,1,2579,South Carolina,91.2,Greensboro,4,12
womens,3/17/2019,0,1,0.935541728,0.715917307,0.399079275,0.074927234,0.018279497,0.003000873,1,1,152,North Carolina State,90.16,Greensboro,3,20
womens,3/17/2019,0,1,0.857612998,0.435910944,0.059282985,0.036631378,0.008512551,0.002056191,1,1,269,Marquette,92.27,Chicago,5,104
womens,3/17/2019,0,1,0.97739509,0.756074228,0.096538982,0.035431588,0.00732797,0.001659973,1,1,120,Maryland,91.47,Albany,3,84
womens,3/17/2019,0,1,0.959875983,0.83486702,0.207365568,0.03095853,0.006277135,0.00139355,1,1,204,Oregon State,93.35,Albany,4,76
womens,3/17/2019,0,1,0.829191126,0.341063636,0.173705264,0.024693318,0.004052692,0.000711023,1,1,305,DePaul,88.87,Chicago,6,112
womens,3/17/2019,0,1,0.983691972,0.632112332,0.24555882,0.023559575,0.003449861,0.000543689,1,1,66,Iowa State,88.45,Chicago,3,116
womens,3/17/2019,0,1,0.907797659,0.689563373,0.080499082,0.014859243,0.002594106,0.000352029,1,1,183,Syracuse,88.67,Portland,3,52
womens,3/17/2019,0,1,0.82146971,0.598259237,0.067096434,0.010072988,0.002075936,0.000339961,1,1,2390,Miami (FL),87.82,Portland,4,44
womens,3/17/2019,0,1,0.763306048,0.067077622,0.042233719,0.009724726,0.00203455,0.000339486,1,1,251,Texas,89.55,Portland,7,56
womens,3/17/2019,0,1,0.840055405,0.250257925,0.02088687,0.008890522,0.002065247,0.000325113,1,1,52,Florida State,87.07,Greensboro,5,8
womens,3/17/2019,0,1,0.924923049,0.526619308,0.029631064,0.011301824,0.001807045,0.000309785,1,1,245,Texas A&M,88.25,Chicago,4,108
womens,3/17/2019,0,1,0.664281441,0.174364428,0.07332962,0.008799306,0.001762476,0.000237644,1,1,142,Missouri,87.4,Greensboro,7,24
womens,3/17/2019,0,1,0.688352126,0.255350704,0.041718482,0.008579462,0.001427738,0.000184721,1,1,9,Arizona State,88.31,Portland,5,40
womens,3/17/2019,0,1,0.684416681,0.20865345,0.077426483,0.00813908,0.00131305,0.000141424,1,1,96,Kentucky,85.21,Greensboro,6,16
womens,3/17/2019,0,1,0.557352948,0.143092477,0.011238524,0.002941566,0.000503783,9.56E-05,1,1,26,UCLA,89.59,Albany,6,80
womens,3/17/2019,0,1,0.648270275,0.205452267,0.024017026,0.00446484,0.000668491,7.71E-05,1,1,2571,South Dakota State,86.59,Portland,6,48
womens,3/17/2019,0,1,0.596575987,0.019550073,0.009149598,0.003793416,0.000514904,7.65E-05,1,1,2117,Central Michigan,86.21,Chicago,8,100
womens,3/17/2019,0,1,0.442647052,0.098368955,0.006064817,0.001326886,0.000190936,3.06E-05,1,1,2633,Tennessee,85.4,Albany,11,82
womens,3/17/2019,0,1,0.66632462,0.045079992,0.018051931,0.00162572,0.000192095,2.52E-05,1,1,130,Michigan,84.84,Albany,8,68
womens,3/17/2019,0,1,0.50876897,0.014714616,0.005425246,0.001207932,0.000140362,1.82E-05,1,1,2084,Buffalo,84.43,Albany,10,90
womens,3/17/2019,0,1,0.403424013,0.009073962,0.00350319,0.00118113,0.000117802,1.32E-05,1,1,127,Michigan State,83.02,Chicago,9,102
womens,3/17/2019,0,1,0.49123103,0.013752399,0.004834322,0.001021269,0.000104823,1.20E-05,1,1,164,Rutgers,83.22,Albany,7,88
womens,3/17/2019,0,1,0.874339729,0.147999188,0.01577259,0.00100489,9.56E-05,1.01E-05,1,1,2250,Gonzaga,84.76,Albany,5,72
womens,3/17/2019,0,1,0.638168037,0.010814271,0.003013014,0.00086581,0.000113977,1.01E-05,1,1,25,California,84.29,Greensboro,8,4
womens,3/17/2019,0,1,0.335718559,0.056692459,0.014985732,0.000969753,0.000109105,8.21E-06,1,1,2181,Drake,81.87,Greensboro,10,26
womens,3/17/2019,0,1,0.697805876,0.018905599,0.008403431,0.000971049,0.00010204,8.03E-06,1,1,233,South Dakota,82.9,Portland,8,36
womens,3/17/2019,0,1,0.315583319,0.060118333,0.014063818,0.000833884,7.88E-05,4.98E-06,1,1,163,Princeton,80.23,Greensboro,11,18
womens,3/17/2019,0,1,0.236693952,0.007735267,0.00300627,0.000338782,3.81E-05,3.24E-06,1,1,84,Indiana,81.96,Portland,10,58
womens,3/17/2019,0,1,0.361831963,0.003480828,0.001056444,0.000330453,3.69E-05,2.77E-06,1,1,153,North Carolina,80.36,Greensboro,9,6
womens,3/17/2019,0,1,0.546039153,0.032222931,0.007633438,0.000302612,2.70E-05,2.74E-06,1,1,2,Auburn,80.68,Chicago,10,122
womens,3/17/2019,0,1,0.100261276,0.034884834,0.001310003,0.000336019,3.60E-05,2.59E-06,1,1,2057,Belmont,79.97,Greensboro,13,14
womens,3/17/2019,0,1,0.311647874,0.073067187,0.003420438,0.000247998,2.90E-05,2.59E-06,1,1,2116,Central Florida,79.89,Portland,12,42
womens,3/17/2019,0,1,0.17853029,0.073322872,0.003397346,0.00024422,2.80E-05,2.45E-06,1,1,526,Florida Gulf Coast,79.84,Portland,13,46
womens,3/17/2019,0,1,0.351729725,0.07795646,0.003650233,0.000313017,2.76E-05,1.81E-06,1,1,2514,Quinnipiac,80.5,Portland,11,50
womens,3/17/2019,0,1,0.33367538,0.012266915,0.003249391,0.000168856,1.40E-05,1.31E-06,1,1,2306,Kansas State,81.06,Albany,9,70
womens,3/17/2019,0,1,0.170808874,0.025941252,0.004360814,0.000145813,8.77E-06,6.22E-07,1,1,2623,Missouri State,78.39,Chicago,11,114
womens,3/17/2019,0,1,0.142387002,0.026990183,0.00041474,6.45E-05,3.75E-06,2.59E-07,1,1,242,Rice,77.62,Chicago,12,106
womens,3/17/2019,0,1,0.159944595,0.015502576,0.000368047,6.82E-05,4.59E-06,2.08E-07,1,1,2083,Bucknell,76.6,Greensboro,12,10
womens,3/17/2019,0,1,0.453960847,0.023124046,0.003353966,7.55E-05,3.19E-06,1.64E-07,1,1,252,Brigham Young,77.39,Chicago,7,120
womens,3/17/2019,0,1,0.302194124,0.003579953,0.000852076,4.42E-05,3.11E-06,1.61E-07,1,1,228,Clemson,76.62,Portland,9,38
womens,3/17/2019,0,1,0.064458272,0.01531091,0.002014992,6.20E-05,3.38E-06,1.24E-07,1,1,311,Maine,75.68,Greensboro,14,22
womens,3/17/2019,0,1,0.040236219,0.023008407,0.002920371,5.68E-05,2.15E-06,1.00E-07,1,1,302,UC-Davis,76.81,Chicago,15,126
womens,3/17/2019,0,1,0.092202341,0.027027901,0.000732923,3.93E-05,2.27E-06,9.54E-08,1,1,2230,Fordham,76.21,Portland,14,54
womens,3/17/2019,0,1,0.075076951,0.010479564,0.000182828,3.14E-05,1.57E-06,9.51E-08,1,1,2750,Wright State,76.28,Chicago,13,110
womens,3/17/2019,0,1,0.031463979,0.004951966,0.000720574,2.29E-05,1.43E-06,6.08E-08,1,1,2382,Mercer,74.21,Greensboro,15,30
womens,3/17/2019,0,1,0.040124017,0.012373217,0.000476995,1.13E-05,4.59E-07,2.13E-08,1,1,68,Boise State,75.97,Albany,13,78
womens,3/17/2019,0,1,0.00796273,0.001494195,0.000411139,3.01E-05,7.83E-07,1.45E-08,1,1,2502,Portland State,72.17,Portland,15,62
womens,3/17/2019,0,1,0.125660271,0.004760576,0.000173367,3.90E-06,1.67E-07,8.20E-09,1,1,2031,Arkansas-Little Rock,74.2,Albany,12,74
womens,3/17/2019,0,1,0.02260491,0.00246434,2.07E-05,8.90E-07,2.44E-08,7.82E-10,1,1,2515,Radford,70.15,Albany,14,86
womens,3/17/2019,0,1,0.001036581,9.88E-05,5.32E-06,1.69E-07,2.89E-09,5.90E-11,1,1,119,Towson,66.57,Albany,15,94
womens,3/17/2019,0,1,0.002825026,0.00030697,1.83E-05,1.72E-07,2.82E-09,5.50E-11,1,1,2523,Robert Morris,66.86,Albany,16,66
womens,3/17/2019,0,1,0.016308028,0.000882781,3.21E-05,1.92E-07,2.48E-09,4.40E-11,1,1,166,New Mexico State,66.98,Chicago,14,118
womens,3/17/2019,0,1,0.00066926,8.82E-05,3.04E-06,1.23E-07,2.06E-09,2.50E-11,1,1,2000,Abilene Christian,65.11,Greensboro,16,2
womens,3/17/2019,0,1,0.000301482,1.21E-05,4.44E-07,1.42E-08,2.28E-10,5.00E-12,1,1,2065,Bethune-Cookman,63.54,Chicago,16,98
womens,3/17/2019,0,1,0.000673759,6.44E-05,2.80E-06,2.28E-08,2.80E-10,2.00E-12,1,1,2582,Southern,61.9,Portland,16,34
